dreh,relpath,size_gb,dur_min,breite,hoehe,audio_kanaele
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/stock-market-transitions-2024-01-29-10-33-56-utc/A10.mov,0.06,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0196.mov,0.06,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0212.mov,0.06,0.9,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/C0230.mov,0.06,0.9,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0313.mov,0.06,1.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0315.mov,0.06,1.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0322.mov,0.06,0.9,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/C0288.mov,0.06,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/05_Finale Videos/1.3 - Chiropraktiker bei MAN.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/05_Finale Videos/Alt/1.3 - Chiropraktiker bei MAN.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/05_Finale Videos/Alt/1.3 - Chiropraktiker bei MAN_V4.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/05_Finale Videos/UT/1.3 - Chiropraktiker bei MAN_V5.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/04_Exportiert/1.3 - Chiropraktiker bei MAN/1.3 - Chiropraktiker bei MAN_V3.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/04_Exportiert/1.3 - Chiropraktiker bei MAN/1.3 - Chiropraktiker bei MAN_V4.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/04_Exportiert/1.3 - Chiropraktiker bei MAN/1.3 - Chiropraktiker bei MAN_V5.mp4,0.05,0.4,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/stock-market-transitions-2024-01-29-10-33-56-utc/A01.mov,0.05,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0211.mov,0.05,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0291.mov,0.05,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0324.mov,0.05,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/FX3_4686.mov,0.05,0.7,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/FX3_4687.mov,0.05,0.7,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/C0287.mov,0.05,0.7,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0295.mov,0.05,1.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0124.mov",0.05,0.7,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0240.mov",0.05,0.7,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/FX3_0339.mov",0.05,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/04_Exportiert/1.3 - Chiropraktiker bei MAN/1.3 - Chiropraktiker bei MAN_V1.mp4,0.04,0.3,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/04_Exportiert/1.3 - Chiropraktiker bei MAN/1.3 - Chiropraktiker bei MAN_V2.mp4,0.04,0.3,2160,3840,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/stock-market-transitions-2024-01-29-10-33-56-utc/A07.mov,0.04,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Exo Skelett und Bühne heben/Proxy/C0141.mov,0.04,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0185.mov,0.04,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0213.mov,0.04,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4657.mov,0.04,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/C0286.mov,0.04,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0319.mov,0.04,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/C0289.mov,0.04,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/C0169.mov,0.04,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0269.mov,0.04,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0267.mov,0.04,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0268.mov,0.04,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0303.mov,0.04,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0304.mov,0.04,0.8,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.1 - ""HEAVY LIFTING"" Ein Tag als Azubi bei MAN/Proxy/C0153.mov",0.04,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 20.mp4,0.03,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 2.mp4,0.03,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 4.mp4,0.03,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Mavic/Proxy/DJI_0793.mov,0.03,0.4,1920,1080,0
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Mavic/Proxy/DJI_0792.mov,0.03,0.4,1920,1080,0
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Mavic/Proxy/DJI_0791.mov,0.03,0.4,1920,1080,0
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0315.mov,0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4666.mov,0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4861.mov,0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4875.mov,0.03,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/C0283.mov,0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/3.3 - Bernd (Handstand)/Proxy/FX3_4718.mov,0.03,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/FX3_4719.mov,0.03,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/2.3 - Verschiedene Kleidung/Proxy/FX3_4853.mov,0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.4 - Kamera weitergeben/Proxy/FX3_4682.mov,0.03,0.6,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0266.mov,0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0122.mov",0.03,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0241.mov",0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0244.mov",0.03,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0254.mov",0.03,0.7,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0260.mov",0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/FX3_4661.mov",0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.1 - ""HEAVY LIFTING"" Ein Tag als Azubi bei MAN/Proxy/FX3_0252.mov",0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.1 - ""HEAVY LIFTING"" Ein Tag als Azubi bei MAN/Proxy/FX3_0255.mov",0.03,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 19.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 1.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 3.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 6.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 8.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 9.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 10.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 11.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 12.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 13.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 14.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 15.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 16.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 17.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/02_Assets/04_Stock Footage/film-transitions-2023-11-27-05-28-21-utc/FILM TRANSITION 18.mp4,0.02,0.0,3840,2160,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Exo Skelett und Bühne heben/Proxy/C0138.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/C0186.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4858.mov,0.02,0.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4860.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4863.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4864.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Werkstatt B-Roll/Proxy/FX3_4877.mov,0.02,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/C0276.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/C0277.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/FX3_4694.mov,0.02,0.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/FX3_4693.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/FX3_4691.mov,0.02,0.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/Schweißen und Flexxen/Proxy/FX3_4696.mov,0.02,0.3,1920,1080,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/C0216.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/C0227.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/C0234.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0321.mov,0.02,0.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/Allgemeine B-Roll/LKW Fahren + anheben/Proxy/FX3_0325.mov,0.02,0.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/3.3 - Bernd (Handstand)/Proxy/FX3_4717.mov,0.02,0.4,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/3.2 - Bernd (Hook-Hose)/Proxy/FX3_4715.mov,0.02,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/3.2 - Bernd (Hook-Hose)/Proxy/FX3_4716.mov,0.02,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/C0158.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/C0156.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/C0163.mov,0.02,0.3,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.3 - Chiropraktiker bei MAN/Proxy/FX3_0300.mov,0.02,0.5,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0116.mov",0.02,0.2,1080,1920,2
02_Projekt-Ad Dreh (2025 Retainer 1:3),"02_Projekt-Ad Dreh (2025 Retainer 1:3)/03_Medien/01_Footage/Einzelne Videos/1.2 - ""E-POWER"" Ein Tag als Azubi bei MAN/Proxy/C0239.mov",0.02,0.4,1080,1920,2
